N,P,K,temperature,humidity,ph,rainfall,label
103,82,118,27.14,57.96,6.4,121.84,Apple
99,73,114,27.78,66.1,5.49,105.12,Apple
91,87,119,27.33,63.35,5.99,115.87,Apple
106,78,119,29.14,56.61,6.33,113.85,Apple
98,86,125,27.51,62.75,5.7,107.2,Apple
103,71,107,30.09,59.69,5.92,111.65,Apple
101,79,117,28.13,64.34,5.66,111.79,Apple
88,90,121,28.4,59.76,6.05,122.38,Apple
89,82,108,29.86,60.01,6.22,121.5,Apple
95,86,107,28.31,57.74,6.05,118.88,Apple
102,80,107,28.06,59.0,5.83,109.64,Apple
88,85,113,27.1,65.17,5.99,110.64,Apple
93,83,123,27.6,61.56,5.76,114.87,Apple
89,83,125,28.76,65.89,6.01,111.97,Apple
95,87,117,27.81,63.29,6.29,112.71,Apple
89,90,111,27.35,62.75,6.11,110.99,Apple
104,80,115,27.23,63.19,5.72,104.77,Apple
101,90,112,30.34,58.96,5.57,122.63,Apple
104,78,122,30.47,65.62,6.16,112.58,Apple
105,79,108,28.31,59.84,5.61,116.85,Apple
101,81,125,29.25,61.76,5.71,121.66,Apple
106,79,116,29.99,64.66,5.83,106.27,Apple
90,83,121,29.76,57.92,6.35,118.38,Apple
104,81,107,30.65,56.22,5.78,111.1,Apple
107,78,111,28.25,65.64,5.61,115.17,Apple
106,82,117,30.41,59.94,6.24,117.41,Apple
106,90,107,27.27,59.95,5.8,124.17,Apple
106,72,113,28.71,60.61,5.6,108.05,Apple
98,81,112,27.63,62.07,5.8,108.22,Apple
90,72,109,30.84,62.18,6.27,111.64,Apple
96,88,127,30.05,56.46,6.25,112.07,Apple
94,78,124,29.9,57.35,5.88,112.62,Apple
89,78,118,27.63,60.13,5.66,108.89,Apple
95,91,119,30.91,57.79,6.22,118.67,Apple
89,91,109,29.76,57.17,6.05,105.73,Apple
104,91,111,28.2,57.74,5.65,120.02,Apple
92,71,112,29.14,64.85,5.83,105.34,Apple
107,87,122,29.06,65.42,6.31,114.91,Apple
89,73,119,29.59,57.67,6.04,112.5,Apple
99,76,117,27.89,56.89,5.87,121.88,Apple
97,90,126,28.07,57.76,5.75,113.15,Apple
101,74,110,27.06,62.58,6.34,112.63,Apple
103,87,115,28.98,65.06,5.49,114.45,Apple
95,75,121,30.6,57.82,5.66,112.1,Apple
95,78,117,29.32,57.32,6.25,109.57,Apple
90,82,119,27.57,61.26,5.55,105.04,Apple
93,75,107,30.1,57.43,6.33,123.74,Apple
96,82,117,27.25,61.85,5.42,104.49,Apple
91,86,120,30.44,62.41,6.27,115.65,Apple
102,81,123,27.05,61.2,6.18,123.85,Apple
92,82,109,30.03,63.91,6.01,120.3,Apple
97,82,109,29.51,64.2,6.1,107.36,Apple
99,89,107,28.99,64.49,5.62,120.37,Apple
105,73,118,30.03,56.93,5.71,119.33,Apple
98,85,126,29.64,63.21,5.99,105.94,Apple
103,75,121,30.4,56.28,6.21,112.5,Apple
104,74,108,27.48,58.34,5.42,105.35,Apple
89,82,121,30.79,65.73,6.41,120.17,Apple
89,82,112,27.84,59.9,5.53,105.09,Apple
93,78,126,28.89,56.28,5.43,113.11,Apple
95,85,127,28.64,58.2,6.12,105.22,Apple
99,90,114,30.07,59.56,5.63,121.82,Apple
91,91,112,27.0,65.01,5.74,111.39,Apple
88,86,117,29.54,56.77,6.13,109.36,Apple
100,83,114,27.69,60.45,6.36,108.35,Apple
89,72,113,30.04,58.67,6.38,117.56,Apple
96,78,119,29.08,60.89,5.5,118.84,Apple
107,75,113,27.75,58.12,5.52,107.03,Apple
101,75,109,27.56,58.12,5.63,114.2,Apple
99,84,122,27.91,64.4,5.61,109.74,Apple
103,75,123,29.03,58.96,5.84,123.06,Apple
92,71,111,26.95,65.94,5.44,107.35,Apple
92,86,107,27.13,57.22,5.73,114.2,Apple
100,87,110,29.75,64.57,6.19,109.01,Apple
94,74,111,27.46,61.67,5.91,104.53,Apple
99,86,127,30.44,63.27,5.46,116.75,Apple
106,73,107,27.36,65.46,5.98,104.68,Apple
90,77,111,30.36,57.3,5.46,123.24,Apple
91,85,122,28.35,65.17,6.04,104.98,Apple
107,90,126,29.01,65.46,5.65,114.6,Apple
92,82,112,27.98,66.13,5.88,110.64,Apple
105,73,115,30.79,60.46,5.59,116.92,Apple
98,71,107,27.2,60.99,5.45,116.15,Apple
98,76,122,28.59,60.24,6.19,115.61,Apple
103,74,108,29.24,62.1,6.12,106.5,Apple
89,71,125,29.36,62.56,5.93,112.22,Apple
106,90,120,27.08,57.22,6.39,123.26,Apple
104,73,114,30.85,58.95,5.89,107.42,Apple
102,77,126,28.06,57.47,5.94,117.16,Apple
108,86,126,28.99,61.21,5.96,118.06,Apple
105,74,120,27.14,57.21,6.16,117.27,Apple
108,91,112,28.94,56.54,5.46,119.14,Apple
97,76,109,27.34,64.42,6.15,122.63,Apple
100,71,116,27.07,57.05,6.39,109.32,Apple
104,82,116,30.7,65.93,5.47,122.7,Apple
102,79,123,29.88,61.08,5.48,110.08,Apple
108,79,108,27.21,58.85,5.88,118.91,Apple
67,92,100,28.71,44.54,5.58,170.74,Orange
68,97,108,31.05,49.97,5.34,182.9,Orange
57,93,98,29.4,45.24,4.88,172.95,Orange
67,90,106,30.66,50.47,5.04,177.98,Orange
50,86,101,32.36,50.96,5.11,188.21,Orange
69,88,110,31.08,43.92,5.41,169.62,Orange
51,94,106,30.62,46.26,5.04,172.34,Orange
60,100,105,29.58,47.49,5.47,179.86,Orange
63,89,102,30.34,51.43,5.52,179.33,Orange
66,102,106,30.44,52.27,5.45,174.16,Orange
53,93,117,32.48,52.98,5.49,171.4,Orange
56,87,99,30.87,51.05,5.73,174.17,Orange
68,87,111,31.61,52.18,5.21,178.0,Orange
61,102,100,30.56,45.65,5.09,177.9,Orange
69,98,115,31.61,49.66,5.76,180.22,Orange
69,97,116,31.53,45.1,5.69,178.09,Orange
54,96,109,28.64,53.03,5.46,173.21,Orange
62,94,117,29.82,53.38,5.32,170.6,Orange
52,89,101,30.03,48.99,5.11,174.69,Orange
58,96,113,30.32,53.1,5.47,180.64,Orange
65,106,104,31.86,43.9,5.39,176.24,Orange
51,97,107,28.77,46.52,5.71,177.35,Orange
54,96,103,32.26,44.09,5.64,186.57,Orange
61,105,113,31.4,52.75,5.35,185.25,Orange
65,102,116,31.52,51.45,5.31,176.76,Orange
55,104,111,29.8,52.58,5.72,178.0,Orange
50,95,112,31.99,46.99,5.15,177.28,Orange
61,98,112,30.82,45.49,5.4,183.23,Orange
62,98,102,30.05,52.66,5.45,186.67,Orange
62,90,104,30.96,46.61,5.08,178.47,Orange
57,92,108,31.31,45.77,5.4,177.76,Orange
66,87,105,30.48,44.82,4.98,186.03,Orange
54,86,99,30.24,52.72,5.34,174.83,Orange
49,102,114,28.78,50.84,4.98,175.52,Orange
54,100,116,31.5,46.36,5.47,175.19,Orange
62,101,103,30.35,44.47,5.36,177.45,Orange
62,105,99,32.19,47.6,5.09,186.0,Orange
53,88,100,30.93,49.0,5.16,173.24,Orange
67,95,107,29.71,50.25,5.36,171.76,Orange
59,89,114,31.65,47.02,5.71,176.34,Orange
69,103,117,31.61,45.67,5.21,169.62,Orange
51,101,109,30.09,46.11,5.47,185.26,Orange
66,100,104,29.59,53.0,4.91,186.6,Orange
57,101,98,30.01,51.69,5.3,188.92,Orange
59,99,99,29.02,45.79,5.76,175.68,Orange
66,88,100,29.02,46.48,5.05,178.48,Orange
50,102,101,31.61,51.83,5.17,178.4,Orange
57,99,109,30.45,49.97,5.8,172.79,Orange
59,97,99,31.51,48.38,5.31,187.67,Orange
63,97,99,31.17,52.94,5.32,176.96,Orange
49,104,98,31.57,49.69,5.1,170.34,Orange
66,91,99,32.2,46.6,4.84,179.39,Orange
60,94,116,32.47,47.02,5.13,188.31,Orange
57,87,115,31.55,50.75,5.36,185.82,Orange
64,103,108,30.67,53.34,5.42,173.04,Orange
53,88,115,31.82,53.27,4.89,184.46,Orange
58,89,112,29.98,48.2,5.41,183.52,Orange
59,100,114,30.64,44.58,5.83,181.28,Orange
60,89,97,29.65,45.39,5.39,171.11,Orange
62,104,100,29.71,45.27,5.56,182.35,Orange
53,94,108,28.62,51.67,5.43,189.32,Orange
67,86,100,29.57,46.69,5.53,188.9,Orange
57,104,106,32.2,45.44,5.08,169.77,Orange
61,94,109,31.19,44.09,5.2,174.7,Orange
54,96,114,29.59,50.07,5.3,187.26,Orange
60,95,116,29.59,52.78,5.23,171.3,Orange
67,101,103,28.96,53.12,5.63,176.82,Orange
59,101,103,29.26,46.1,4.95,184.27,Orange
57,100,106,30.52,50.27,5.17,180.73,Orange
55,97,101,30.43,48.76,5.52,181.53,Orange
54,90,115,31.94,49.02,5.58,174.58,Orange
59,92,104,29.36,49.54,5.21,177.16,Orange
68,86,106,28.92,45.82,5.52,185.72,Orange
53,90,103,30.6,52.29,5.32,189.09,Orange
67,93,108,29.36,46.87,5.11,189.28,Orange
58,89,107,31.11,53.32,5.0,169.48,Orange
65,96,99,30.81,52.16,5.77,169.78,Orange
62,89,113,29.04,53.38,5.09,187.56,Orange
65,102,113,32.23,46.54,5.27,179.0,Orange
62,90,104,31.52,44.01,5.56,183.97,Orange
52,102,109,31.19,46.21,4.84,173.9,Orange
54,101,111,31.68,49.11,5.76,177.84,Orange
60,94,103,28.79,44.29,5.55,185.93,Orange
50,92,106,30.45,52.16,5.25,183.52,Orange
61,104,108,32.24,44.95,5.45,181.67,Orange
57,91,108,30.12,44.21,4.92,183.72,Orange
54,92,100,30.95,48.93,4.88,180.45,Orange
64,97,98,30.22,53.07,5.52,175.21,Orange
60,106,116,31.38,47.12,4.88,187.06,Orange
60,88,102,30.42,51.86,5.3,184.95,Orange
56,96,105,32.33,48.99,5.83,172.75,Orange
51,88,111,31.93,50.08,5.63,180.19,Orange
63,102,110,29.14,46.05,4.99,184.16,Orange
65,101,103,31.55,46.2,5.24,169.39,Orange
60,87,117,30.91,45.63,4.97,188.41,Orange
49,88,112,32.29,53.88,5.16,183.77,Orange
49,96,116,29.48,50.74,5.31,181.18,Orange
56,101,103,30.41,50.85,5.19,182.53,Orange
60,100,108,30.21,46.88,5.22,180.54,Orange
69,90,117,29.53,46.55,4.9,184.12,Orange
49,117,153,25.35,44.45,6.85,232.24,Papaya
56,108,162,26.71,47.97,7.2,241.25,Papaya
43,111,153,28.35,44.27,6.71,223.39,Papaya
47,108,154,27.54,45.05,6.79,233.1,Papaya
54,120,167,28.67,49.87,7.07,238.88,Papaya
52,107,165,27.7,50.94,6.72,238.59,Papaya
51,123,155,27.73,52.35,6.4,223.27,Papaya
41,122,156,26.78,45.12,6.97,227.62,Papaya
55,122,154,27.93,48.48,6.92,228.56,Papaya
43,115,158,28.68,44.95,6.24,228.87,Papaya
54,118,158,27.87,48.05,6.73,225.24,Papaya
58,125,168,28.34,43.94,6.82,237.76,Papaya
58,118,166,28.09,43.21,6.61,232.37,Papaya
39,114,154,25.22,48.56,6.68,221.82,Papaya
42,114,152,25.24,52.8,6.87,228.73,Papaya
48,108,170,25.73,50.11,6.76,226.67,Papaya
39,107,159,25.8,44.41,6.29,240.25,Papaya
40,111,152,25.78,45.09,6.63,228.66,Papaya
56,120,169,27.5,52.5,6.25,231.16,Papaya
41,111,169,28.45,51.23,7.15,228.81,Papaya
57,119,152,28.55,49.81,7.04,232.41,Papaya
58,116,167,26.79,44.68,6.94,228.81,Papaya
49,112,170,27.65,46.84,6.9,230.08,Papaya
53,121,158,25.61,52.43,6.43,235.26,Papaya
54,121,170,28.1,43.36,7.17,232.61,Papaya
53,106,156,28.51,48.5,6.47,234.0,Papaya
51,107,159,26.85,44.6,6.92,240.12,Papaya
53,109,169,26.24,48.06,6.82,224.24,Papaya
58,107,163,27.84,51.31,6.37,222.43,Papaya
53,120,165,28.0,44.61,6.89,230.08,Papaya
51,124,168,27.84,50.66,7.1,235.92,Papaya
42,119,158,25.67,44.9,7.15,241.5,Papaya
58,111,164,25.25,52.51,6.66,229.96,Papaya
57,120,154,25.74,46.38,6.58,235.91,Papaya
50,120,170,25.63,52.34,6.26,231.81,Papaya
52,113,167,28.87,45.32,6.27,223.14,Papaya
58,110,165,26.35,52.78,6.4,225.15,Papaya
40,124,168,27.16,45.77,6.81,226.44,Papaya
57,121,169,26.11,49.53,6.81,225.79,Papaya
50,105,155,27.88,51.75,6.56,223.85,Papaya
58,107,152,27.02,48.77,7.02,230.51,Papaya
39,106,151,27.86,52.9,6.54,231.24,Papaya
51,115,167,26.44,46.84,7.13,226.94,Papaya
49,108,163,26.28,43.28,6.41,222.66,Papaya
44,111,164,28.69,42.97,6.67,236.04,Papaya
47,119,164,25.59,43.47,6.79,237.68,Papaya
42,122,157,28.91,47.33,6.89,239.97,Papaya
39,116,165,26.79,44.1,7.19,238.38,Papaya
53,118,169,26.71,51.31,6.26,237.67,Papaya
44,111,154,28.35,46.27,6.6,221.87,Papaya
45,117,159,25.2,48.74,7.04,237.04,Papaya
57,125,170,27.33,52.45,6.87,236.77,Papaya
50,114,158,27.27,48.33,6.47,222.97,Papaya
43,120,164,28.17,47.52,6.59,228.15,Papaya
46,123,163,25.53,46.88,6.6,238.03,Papaya
53,123,150,25.86,50.08,6.71,232.42,Papaya
42,121,160,28.39,48.3,6.41,236.43,Papaya
46,114,151,28.83,46.41,6.61,224.85,Papaya
54,122,152,29.06,47.16,7.05,229.34,Papaya
44,109,159,27.39,43.49,6.45,226.07,Papaya
54,123,163,26.55,46.28,7.2,238.57,Papaya
48,108,152,25.24,44.13,6.58,236.33,Papaya
49,120,168,27.8,43.01,7.13,222.6,Papaya
56,122,156,27.97,47.93,6.64,236.63,Papaya
44,120,164,27.81,52.35,6.8,225.73,Papaya
54,109,162,25.82,49.49,6.51,225.08,Papaya
44,113,163,28.04,47.57,6.82,237.71,Papaya
38,109,150,28.29,44.72,6.87,237.71,Papaya
55,113,159,27.58,46.22,7.04,240.61,Papaya
40,122,151,25.78,51.7,6.83,229.82,Papaya
56,109,167,27.03,43.83,6.64,223.76,Papaya
40,118,155,25.15,49.61,6.86,228.63,Papaya
52,116,166,28.11,46.73,6.91,223.57,Papaya
44,115,161,28.37,45.96,6.8,228.61,Papaya
45,113,156,27.34,44.18,6.91,239.19,Papaya
54,117,154,26.2,47.18,6.68,224.88,Papaya
45,115,168,26.37,45.05,6.46,226.68,Papaya
44,119,170,26.72,48.68,6.41,235.97,Papaya
42,121,157,28.43,51.06,6.59,227.15,Papaya
45,107,156,28.19,48.67,6.99,223.15,Papaya
55,116,163,27.42,50.63,6.96,238.73,Papaya
45,118,161,28.0,46.03,7.02,237.36,Papaya
48,114,158,26.61,44.91,6.24,222.65,Papaya
45,119,152,26.51,48.16,6.52,235.7,Papaya
48,117,151,28.87,45.67,6.73,235.68,Papaya
42,107,156,26.29,48.22,6.35,229.78,Papaya
44,123,167,25.34,51.15,6.29,228.2,Papaya
53,121,160,27.93,49.26,7.06,223.11,Papaya
42,118,169,27.71,47.73,6.58,239.9,Papaya
49,124,152,26.75,48.37,6.23,231.45,Papaya
58,123,153,25.12,51.93,6.62,228.3,Papaya
40,115,165,25.89,52.11,6.97,235.01,Papaya
41,107,150,28.59,46.73,6.31,227.44,Papaya
56,105,152,28.02,48.26,6.86,239.48,Papaya
42,120,156,28.03,49.35,7.12,241.31,Papaya
44,115,158,25.8,46.37,6.81,222.67,Papaya
46,107,154,27.19,52.13,6.94,234.98,Papaya
58,125,165,25.76,43.09,7.14,229.99,Papaya
47,119,160,27.02,47.62,6.42,239.06,Papaya
44,108,153,25.84,44.43,6.93,233.91,Papaya
36,118,161,16.74,89.99,5.72,183.02,Coconut
54,126,149,17.03,93.23,6.15,175.72,Coconut
51,124,162,16.1,90.4,6.22,181.12,Coconut
56,116,167,15.46,91.79,5.61,174.16,Coconut
56,111,160,14.48,96.05,5.67,182.94,Coconut
55,113,160,14.07,93.08,5.98,179.01,Coconut
40,110,164,15.44,96.35,6.32,181.58,Coconut
46,122,150,15.2,88.62,5.64,177.36,Coconut
40,126,168,13.59,96.38,5.53,185.53,Coconut
36,128,154,14.06,88.86,6.08,183.77,Coconut
39,120,166,15.02,88.46,6.11,176.29,Coconut
39,113,163,15.47,88.94,5.81,173.09,Coconut
51,127,152,13.74,92.94,6.11,174.66,Coconut
46,117,153,14.66,89.88,6.1,187.95,Coconut
53,129,164,13.65,95.06,5.46,173.44,Coconut
44,130,151,17.11,93.51,6.42,175.76,Coconut
51,124,166,15.78,89.95,6.07,175.37,Coconut
55,122,167,14.65,95.74,6.44,180.74,Coconut
48,124,154,13.56,88.96,5.87,175.12,Coconut
38,127,149,15.35,88.35,5.59,182.92,Coconut
48,113,148,13.72,89.88,5.61,185.5,Coconut
51,111,149,14.18,91.37,5.92,189.89,Coconut
53,121,166,15.77,89.56,6.41,176.15,Coconut
46,113,150,14.93,93.58,5.76,177.87,Coconut
50,129,166,16.59,96.57,5.94,182.96,Coconut
37,116,165,16.68,92.0,5.71,187.47,Coconut
55,120,151,16.37,97.35,6.42,182.38,Coconut
42,113,162,16.18,93.09,5.46,171.97,Coconut
56,124,156,14.91,95.39,5.85,181.8,Coconut
54,121,164,16.68,97.28,6.09,186.14,Coconut
36,128,154,15.51,91.09,6.32,186.26,Coconut
56,130,168,14.47,89.93,6.39,172.55,Coconut
54,122,165,16.51,89.1,5.85,174.72,Coconut
56,127,154,16.72,90.1,6.2,186.65,Coconut
41,110,163,15.09,90.07,5.98,176.85,Coconut
45,126,153,14.31,96.44,6.33,180.14,Coconut
46,123,156,15.96,92.74,5.99,176.23,Coconut
37,124,165,15.78,95.89,6.31,170.36,Coconut
46,114,160,15.4,96.4,5.76,183.71,Coconut
44,113,159,13.4,92.32,6.15,182.26,Coconut
51,129,151,16.65,89.38,6.02,177.18,Coconut
41,129,163,14.09,90.47,5.5,172.65,Coconut
53,128,166,14.28,96.99,6.3,175.75,Coconut
38,123,159,14.92,96.31,6.14,187.43,Coconut
45,128,153,16.29,92.57,5.45,188.4,Coconut
51,113,151,15.23,96.53,5.73,179.27,Coconut
46,121,163,13.82,93.21,6.21,189.95,Coconut
37,127,151,17.09,94.66,5.55,184.29,Coconut
43,121,154,14.31,91.32,5.82,186.69,Coconut
51,114,160,13.31,95.61,6.34,181.58,Coconut
46,123,167,14.39,95.26,5.58,189.39,Coconut
37,128,166,15.13,93.88,6.33,186.52,Coconut
53,129,149,16.59,93.12,6.4,176.76,Coconut
46,128,163,14.14,89.68,5.64,175.44,Coconut
52,114,149,16.77,88.88,6.04,189.4,Coconut
52,122,164,17.02,98.02,5.89,182.28,Coconut
56,129,163,15.03,97.75,6.34,187.31,Coconut
36,118,148,16.43,92.51,5.73,181.15,Coconut
47,124,161,13.77,88.65,6.11,185.27,Coconut
48,111,150,16.67,88.9,6.15,170.94,Coconut
48,118,165,16.18,94.71,6.24,181.27,Coconut
50,123,151,16.95,92.56,5.8,187.8,Coconut
54,111,167,14.03,89.51,5.55,171.22,Coconut
47,122,161,16.93,93.68,5.8,175.33,Coconut
47,124,150,14.42,94.37,5.47,179.66,Coconut
36,115,153,14.39,90.12,5.56,183.77,Coconut
39,110,150,16.91,91.62,5.83,183.72,Coconut
36,119,162,16.91,90.1,6.15,177.88,Coconut
51,114,156,16.1,88.77,5.85,171.21,Coconut
54,120,153,14.03,95.29,6.3,171.08,Coconut
53,120,155,16.04,94.84,5.93,184.07,Coconut
49,127,150,15.74,96.17,6.27,177.54,Coconut
52,113,150,15.78,98.02,6.24,176.01,Coconut
39,117,159,16.28,89.15,5.66,184.18,Coconut
50,123,151,14.48,95.25,6.08,185.61,Coconut
49,127,157,14.06,93.9,5.46,178.69,Coconut
40,115,155,15.49,96.09,6.11,187.22,Coconut
48,128,161,16.83,97.43,6.28,175.46,Coconut
47,119,151,16.77,90.64,6.37,180.79,Coconut
47,128,161,16.62,93.5,5.79,170.94,Coconut
41,130,158,14.05,93.85,5.95,185.51,Coconut
37,110,149,15.78,90.92,6.29,178.82,Coconut
49,120,152,13.73,88.62,5.96,184.43,Coconut
40,112,160,14.04,88.31,5.5,179.91,Coconut
44,110,167,15.54,89.83,5.73,186.93,Coconut
49,110,167,16.1,93.92,5.59,177.64,Coconut
41,121,167,13.98,97.53,5.56,179.7,Coconut
50,114,152,15.02,90.89,6.39,179.66,Coconut
47,128,163,14.46,91.24,5.46,184.4,Coconut
53,118,153,16.26,88.07,5.88,176.67,Coconut
38,125,153,16.51,90.18,6.41,187.86,Coconut
46,112,154,13.41,96.17,5.48,176.04,Coconut
37,129,154,14.79,91.47,5.86,184.32,Coconut
48,116,168,17.06,89.13,5.84,177.75,Coconut
42,118,167,16.02,96.2,5.63,182.62,Coconut
53,130,150,13.91,93.93,5.99,186.11,Coconut
54,122,159,14.65,93.21,6.23,179.29,Coconut
45,123,156,13.18,96.39,5.71,178.25,Coconut
46,127,152,15.79,92.22,5.89,173.3,Coconut
48,114,152,13.57,90.55,5.86,181.39,Coconut
99,101,82,28.53,44.79,7.61,140.74,Cotton
93,105,97,29.44,51.15,7.88,159.09,Cotton
102,90,86,26.23,49.26,8.14,144.18,Cotton
105,91,98,28.22,49.95,7.97,153.99,Cotton
103,92,96,28.95,45.49,7.65,159.11,Cotton
97,89,97,28.04,53.2,7.64,154.72,Cotton
102,89,98,29.59,54.23,7.86,157.86,Cotton
103,103,91,29.47,45.06,8.18,143.76,Cotton
103,104,92,28.47,47.68,7.7,154.27,Cotton
92,104,95,27.11,51.54,8.0,149.13,Cotton
91,94,87,27.38,49.66,7.49,144.13,Cotton
101,97,98,27.55,46.7,7.55,140.0,Cotton
88,106,99,29.58,53.36,7.48,149.04,Cotton
94,97,87,28.54,52.97,7.77,154.61,Cotton
93,107,87,27.22,45.03,7.7,154.72,Cotton
102,98,83,29.17,52.84,8.26,144.02,Cotton
88,96,96,26.65,46.13,7.53,142.13,Cotton
101,108,91,29.28,46.62,8.29,147.8,Cotton
100,96,97,29.3,47.4,7.51,151.45,Cotton
100,107,85,28.32,48.76,7.64,143.6,Cotton
98,93,86,28.6,44.98,8.34,150.27,Cotton
99,101,90,26.08,46.21,7.89,147.92,Cotton
101,101,83,28.67,47.77,8.15,150.79,Cotton
96,89,87,29.41,49.97,7.36,148.36,Cotton
95,109,79,27.41,46.17,7.79,148.86,Cotton
102,94,92,26.57,53.55,7.86,146.13,Cotton
97,105,90,27.97,45.85,7.63,144.89,Cotton
100,105,93,28.22,48.39,8.31,152.22,Cotton
89,89,93,28.74,47.05,8.14,155.46,Cotton
103,98,79,28.64,52.13,7.61,141.1,Cotton
94,90,95,28.42,50.38,8.21,150.67,Cotton
103,95,98,29.25,52.01,7.58,159.58,Cotton
97,96,93,27.26,50.48,8.05,144.8,Cotton
98,107,79,26.62,46.56,7.4,156.89,Cotton
91,102,93,26.24,46.88,7.83,155.89,Cotton
95,107,94,27.55,45.37,7.88,148.82,Cotton
98,95,91,27.06,48.09,7.44,159.09,Cotton
92,92,92,28.43,53.18,8.12,152.62,Cotton
93,106,88,29.72,47.67,7.88,156.17,Cotton
88,108,98,27.83,50.12,7.41,156.38,Cotton
105,89,98,28.52,53.51,8.35,152.48,Cotton
96,96,84,27.97,46.18,8.27,158.2,Cotton
96,108,82,29.28,53.03,8.26,142.1,Cotton
96,101,82,29.27,48.07,7.57,146.21,Cotton
85,105,88,29.53,49.34,7.58,149.92,Cotton
93,99,92,28.3,48.62,7.55,157.76,Cotton
90,100,82,29.76,46.93,7.91,150.17,Cotton
86,97,91,30.01,47.02,8.22,149.09,Cotton
99,94,81,29.22,50.19,7.74,140.27,Cotton
92,107,79,27.86,45.41,8.14,142.52,Cotton
99,106,91,26.82,49.14,8.33,158.9,Cotton
93,95,88,27.15,46.79,8.11,157.3,Cotton
105,104,85,29.31,48.12,7.58,146.77,Cotton
99,108,81,28.85,46.42,7.55,156.68,Cotton
101,105,88,28.76,47.61,7.69,140.06,Cotton
88,103,81,29.84,52.44,7.36,142.59,Cotton
94,91,89,27.27,45.89,7.99,143.87,Cotton
95,90,99,27.43,46.1,8.07,147.69,Cotton
105,101,89,29.59,54.01,7.75,155.2,Cotton
85,108,97,27.7,51.57,8.21,149.67,Cotton
100,98,98,26.7,48.48,7.44,159.77,Cotton
104,96,92,28.7,45.03,7.82,141.04,Cotton
85,98,85,29.73,50.24,7.92,146.13,Cotton
93,100,94,26.61,45.96,7.51,155.87,Cotton
99,104,95,29.85,44.68,8.29,143.13,Cotton
102,102,89,29.79,53.18,7.41,150.75,Cotton
90,107,96,29.87,51.51,7.78,157.75,Cotton
100,94,96,28.12,49.01,7.47,159.56,Cotton
88,95,84,26.26,51.57,7.55,147.09,Cotton
88,106,94,27.49,47.06,7.39,145.32,Cotton
92,91,97,29.04,48.86,7.91,153.77,Cotton
95,91,87,27.55,53.23,8.22,153.88,Cotton
97,107,86,28.33,47.88,7.61,143.17,Cotton
104,90,84,26.94,45.3,7.91,155.61,Cotton
88,94,83,28.96,51.97,7.41,147.69,Cotton
105,102,96,29.9,53.79,7.83,154.1,Cotton
92,101,92,28.9,47.15,7.97,151.41,Cotton
92,94,81,29.76,53.67,7.77,147.57,Cotton
89,100,87,29.89,45.3,8.04,157.05,Cotton
99,97,85,28.03,45.9,7.4,150.83,Cotton
98,104,83,27.46,45.14,8.02,145.26,Cotton
96,91,97,27.2,44.81,7.69,158.66,Cotton
89,95,80,29.25,52.77,7.86,155.5,Cotton
105,106,88,29.64,47.26,7.35,140.4,Cotton
92,97,87,29.85,48.77,7.86,142.88,Cotton
91,105,96,26.36,52.01,7.49,156.78,Cotton
105,109,94,27.24,50.43,7.6,145.25,Cotton
104,99,96,27.42,45.16,8.11,158.05,Cotton
98,100,91,28.83,47.86,8.27,149.47,Cotton
99,90,86,27.8,46.48,7.76,149.4,Cotton
95,107,93,29.97,45.06,8.06,157.06,Cotton
104,100,92,26.44,53.97,8.14,144.14,Cotton
96,89,80,29.41,53.32,7.68,141.13,Cotton
86,100,93,28.96,48.17,8.32,158.78,Cotton
105,91,83,26.74,46.61,8.14,155.74,Cotton
104,95,82,26.38,49.71,8.1,156.4,Cotton
96,89,89,27.95,50.14,8.26,140.86,Cotton
98,100,86,28.64,52.98,8.12,154.61,Cotton
89,94,94,29.88,49.28,7.48,144.61,Cotton
86,104,83,27.59,50.45,7.46,142.53,Cotton
15,44,141,22.95,68.47,5.11,110.97,Jute
13,54,144,23.71,64.46,4.95,111.6,Jute
19,39,143,21.77,64.82,4.83,95.47,Jute
27,52,137,20.66,68.42,5.31,107.16,Jute
22,39,141,21.21,71.57,4.79,103.44,Jute
24,49,136,23.66,64.17,5.54,111.44,Jute
25,37,132,22.05,69.33,5.66,109.22,Jute
27,55,134,20.81,66.48,4.67,105.05,Jute
20,49,145,20.81,71.58,5.06,98.2,Jute
11,47,126,21.78,65.96,5.46,109.21,Jute
22,50,128,23.6,70.33,4.87,101.26,Jute
17,50,136,22.62,67.88,5.44,109.39,Jute
24,40,137,22.01,70.23,5.2,96.44,Jute
9,36,138,21.5,69.22,5.25,102.55,Jute
14,43,131,22.65,71.71,5.3,95.11,Jute
18,52,128,20.68,62.99,5.3,101.35,Jute
20,45,132,22.36,69.35,4.96,99.78,Jute
11,38,133,23.82,71.89,5.08,109.94,Jute
20,45,133,22.7,63.02,4.72,99.45,Jute
17,48,141,21.0,71.55,5.28,100.94,Jute
28,48,126,21.36,66.6,4.74,98.0,Jute
17,48,134,21.4,71.96,5.34,95.57,Jute
28,54,145,21.36,68.17,5.62,92.31,Jute
14,42,138,24.07,68.33,4.77,108.56,Jute
26,40,129,22.18,65.65,5.52,108.32,Jute
19,45,140,23.65,64.68,5.45,109.35,Jute
17,40,146,21.13,63.92,4.77,100.95,Jute
28,45,144,20.62,64.67,4.74,105.43,Jute
19,54,137,24.01,65.72,5.09,109.09,Jute
